,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,total_sqft,yr_sold,age,basement,distance_from_city,distance_from_airport
8468,2014-06-10,563000.0,3,2.75,2340,16500,1.0,0.0,0,4.0,8.0,98075,18840,2014,48,1.0,21.340069326907095,25.256135754071348
8469,2015-04-02,410988.0,3,1.75,1000,14061,1.0,0.0,0,4.0,7.0,98072,15061,2015,53,0.0,23.43151550071894,36.637168863054995
8473,2014-06-09,236000.0,3,1.75,1330,6301,1.0,0.0,0,3.0,7.0,98002,7631,2014,22,0.0,30.91751099761226,12.971914608334105
8474,2015-05-13,330000.0,4,1.75,1720,8300,1.0,0.0,0,4.0,8.0,98055,10020,2015,55,0.0,19.060908822683896,8.446176848434622
8475,2015-01-27,799990.0,4,3.5,2540,5808,2.0,0.0,0,5.0,8.0,98117,8348,2015,110,1.0,9.158233918493904,27.480678569869838
8479,2014-06-17,239950.0,3,1.0,1140,8366,1.0,0.0,0,5.0,6.0,98058,9506,2014,77,0.0,18.798415550333644,10.068527948759407
8481,2014-05-20,200000.0,3,1.0,1050,5000,1.0,0.0,0,4.0,6.0,98056,6050,2014,53,0.0,18.117398383121,11.607846014503227
8482,2015-03-05,453000.0,3,1.75,1600,7232,1.0,0.0,0,3.0,8.0,98008,8832,2015,54,0.0,16.215684644138438,24.693883360655086
8483,2014-06-14,330000.0,3,1.75,1430,8865,1.0,0.0,0,3.0,7.0,98125,10295,2014,70,0.0,14.16132613049463,32.177338247609484
8485,2014-11-06,338000.0,4,1.75,1530,8152,1.0,0.0,0,5.0,6.0,98155,9682,2014,72,1.0,16.42049145047318,34.7442583061805
8486,2015-04-24,264950.0,2,1.0,1000,6000,1.0,0.0,0,3.0,6.0,98126,7000,2015,69,0.0,10.077400924644557,10.079987198078195
8487,2015-03-11,880000.0,4,2.0,2530,10800,1.0,0.0,0,5.0,8.0,98040,13330,2015,66,1.0,9.249375452602669,15.236224309013236
8488,2015-04-06,209500.0,3,1.5,970,5488,1.0,0.0,0,3.0,7.0,98106,6458,2015,44,0.0,8.134446046701843,11.201237460394829
8489,2015-04-25,380000.0,4,2.5,2400,9398,1.0,0.0,0,4.0,7.0,98056,11798,2015,62,1.0,17.207854188368138,10.91952048811294
8490,2014-12-17,336500.0,3,2.0,1830,12891,1.0,0.0,0,3.0,7.0,98031,14721,2014,26,0.0,26.260354448076132,10.01457587902928
8491,2014-07-14,360000.0,3,2.25,2130,8466,1.0,0.0,0,3.0,7.0,98055,10596,2014,37,1.0,19.515377375138222,6.9056940461079135
8493,2014-11-24,249900.0,2,1.0,560,7560,1.0,0.0,0,3.0,6.0,98126,8120,2014,76,0.0,9.474509081976215,10.79555823200424
8494,2014-09-23,175000.0,4,1.0,1210,6250,1.0,0.0,0,3.0,7.0,98168,7460,2014,58,0.0,11.915165193571662,6.783931079433537
8495,2014-11-13,549950.0,3,2.5,2380,2500,3.0,0.0,3,3.0,9.0,98126,4880,2014,32,0.0,4.868938952851936,15.444517502523817
8496,2014-10-21,225000.0,3,1.75,1370,10866,1.0,0.0,0,4.0,6.0,98052,12236,2014,75,0.0,14.956211801755021,27.962247973384812
8499,2014-05-21,299800.0,2,1.0,790,5240,1.0,0.0,0,4.0,6.0,98118,6030,2014,95,0.0,9.33189573542111,9.694959416222575
8500,2014-08-06,555000.0,3,2.5,2480,8676,2.0,0.0,0,4.0,8.0,98056,11156,2014,31,0.0,14.993910346412093,13.678446440997499
8501,2014-05-07,230000.0,3,2.5,1920,9180,2.0,0.0,0,3.0,8.0,98055,11100,2014,32,0.0,16.055086539534507,6.80080661645747
8502,2014-12-10,360000.0,4,2.5,2750,6259,2.0,0.0,0,3.0,9.0,98092,9009,2014,18,0.0,33.00494735263912,15.596580280344794
8503,2014-09-03,415000.0,2,1.0,880,3200,1.0,0.0,0,3.0,7.0,98199,4080,2014,110,0.0,7.435700481709076,24.938329384109718
8504,2014-08-18,355000.0,4,1.75,2160,8000,1.0,0.0,0,4.0,9.0,98023,10160,2014,44,1.0,32.58493471046901,15.357878440573808
8506,2014-12-02,353000.0,5,2.75,2130,5000,1.0,0.0,0,5.0,7.0,98118,7130,2014,42,1.0,10.09354771402525,9.514437237283774
8509,2015-03-26,250000.0,4,1.75,1910,8250,1.0,0.0,0,4.0,7.0,98008,10160,2015,61,0.0,15.904918591140536,23.123996387294962
8510,2014-08-20,225000.0,2,1.0,1170,7142,1.0,0.0,0,3.0,7.0,98155,8312,2014,69,0.0,15.832093093926286,34.03201098558147
8511,2014-05-03,553000.0,2,1.0,900,5000,1.0,0.0,0,3.0,7.0,98117,5900,2014,76,0.0,9.983196508244726,28.084353413558084
8512,2014-06-04,565000.0,5,2.5,2650,11455,1.0,0.0,0,3.0,7.0,98008,14105,2014,59,1.0,16.433057032574915,23.521768541663658
8513,2014-08-18,312000.0,2,1.0,1170,5150,1.0,0.0,0,3.0,6.0,98118,6320,2014,113,1.0,7.5115564312671514,11.945480418321255
8515,2014-11-06,320000.0,4,2.75,2150,9163,1.0,0.0,0,3.0,8.0,98003,11313,2014,28,1.0,38.065156603340114,19.733916086364985
8516,2014-08-25,453000.0,3,2.0,1430,9583,1.0,0.0,0,4.0,7.0,98034,11013,2014,56,0.0,16.23128585066302,31.771419631104077
8517,2015-03-25,320000.0,3,1.0,960,6180,1.0,0.0,0,4.0,6.0,98118,7140,2015,110,0.0,7.5331089173703445,12.149431139352433
8518,2015-01-22,610000.0,4,2.75,2640,8400,1.0,0.0,2,3.0,8.0,98144,11040,2015,73,1.0,4.03768650936698,16.09849101434097
8520,2014-05-28,215000.0,3,1.75,1210,8075,1.0,0.0,0,4.0,6.0,98001,9285,2014,37,0.0,38.4269491925582,19.987795890993908
8521,2014-07-09,215000.0,4,1.5,1860,5040,1.5,0.0,0,5.0,8.0,98022,6900,2014,100,0.0,51.39150507749865,35.03445984803297
8522,2014-12-30,415000.0,3,2.5,1980,4274,2.0,0.0,0,3.0,7.0,98028,6254,2014,17,0.0,20.07812858548694,37.318194087686635
8525,2014-11-10,898000.0,2,1.75,1490,9874,1.0,0.0,0,4.0,7.0,98004,11364,2014,57,0.0,10.365279283746304,21.54350632481472
8526,2014-12-18,480000.0,3,2.5,2980,7338,2.0,0.0,0,3.0,8.0,98055,10318,2014,14,0.0,21.299103538511,7.151698932990912
8538,2014-09-18,420000.0,3,1.0,1320,5500,1.0,0.0,0,3.0,7.0,98116,6820,2014,65,0.0,6.289177704593895,15.853351322786645
8540,2014-12-03,409000.0,3,1.75,1440,9065,1.0,0.0,0,4.0,8.0,98133,10505,2014,48,0.0,12.03449806111003,30.400731947915176
8541,2014-06-27,350000.0,5,1.75,2330,14322,1.0,0.0,0,4.0,7.0,98059,16652,2014,52,1.0,19.881277575683697,11.62192325173334
8543,2014-09-16,315000.0,3,1.0,1390,8333,1.0,0.0,0,3.0,7.0,98155,9723,2014,38,0.0,17.56859064874122,35.749300207541715
8544,2014-10-06,224000.0,2,1.0,1150,15000,1.0,0.0,0,3.0,6.0,98168,16150,2014,90,1.0,12.806213666460442,5.654711851863046
8550,2014-11-19,506400.0,3,2.5,2100,9040,1.0,0.0,0,3.0,8.0,98056,11140,2014,31,1.0,14.747767754405729,13.8540248843277
8551,2014-12-22,324000.0,3,2.25,1550,4411,2.0,0.0,0,3.0,7.0,98019,5961,2014,19,0.0,31.136661826016738,41.211899363905296
8553,2014-05-29,595000.0,3,2.0,1480,5000,1.0,0.0,0,4.0,7.0,98117,6480,2014,92,1.0,9.039520235558001,27.414794619973225
8554,2014-05-21,299900.0,3,2.5,2720,6014,2.0,0.0,0,3.0,7.0,98092,8734,2014,18,0.0,32.72676008203479,15.470967295608235
8555,2014-05-29,332000.0,3,2.25,2270,8876,1.0,0.0,0,3.0,7.0,98058,11146,2014,43,1.0,19.85189820557985,9.746589625904752
8556,2014-10-20,432000.0,4,1.75,2410,8400,1.0,0.0,0,3.0,7.0,98011,10810,2014,42,1.0,17.28075079340975,33.17462297359513
8558,2015-05-01,270000.0,3,2.5,1540,7739,2.0,0.0,0,4.0,7.0,98030,9279,2015,34,0.0,31.15796189174466,14.321772118771912
8560,2014-10-14,509250.0,2,1.5,1480,3120,1.0,0.0,0,3.0,7.0,98105,4600,2014,106,1.0,6.772071404590499,25.03813022972771
8561,2015-02-19,189000.0,3,1.0,860,5200,1.0,0.0,0,5.0,6.0,98042,6060,2015,51,0.0,32.95557364823036,18.814779292943744
8565,2014-06-02,316000.0,3,2.25,2130,8721,1.0,0.0,0,3.0,8.0,98031,10851,2014,33,0.0,23.076090377669228,7.786183001185748
8567,2014-10-07,448000.0,4,1.75,2560,8270,1.0,0.0,0,3.0,7.0,98072,10830,2014,41,1.0,21.748971688484712,36.73089509464802
8568,2014-05-27,535000.0,2,1.0,1040,5527,1.0,0.0,0,3.0,7.0,98115,6567,2014,69,0.0,8.609867291986149,26.020769399734824
8570,2014-10-02,437850.0,4,2.25,2670,14255,1.0,0.0,0,4.0,8.0,98006,16925,2014,45,1.0,13.035550905190982,16.26525369550276
8572,2014-06-19,510000.0,4,2.5,2610,8031,2.0,0.0,0,3.0,8.0,98155,10641,2014,22,0.0,18.831598455968948,36.54320847045862
8574,2014-07-03,509000.0,2,1.5,1930,3521,2.0,0.0,0,3.0,8.0,98007,5451,2014,31,0.0,14.172926660932259,21.801229622445874
8578,2014-06-11,285000.0,3,2.5,1870,4060,2.0,0.0,0,3.0,7.0,98042,5930,2014,15,0.0,26.619290087980936,11.560133010562787
8580,2014-07-14,775000.0,4,2.5,2880,8400,2.0,0.0,4,3.0,8.0,98177,11280,2014,65,1.0,18.44155593850401,36.86725049417899
8582,2014-07-01,570000.0,4,2.5,2590,8483,2.0,0.0,0,3.0,9.0,98011,11073,2014,29,0.0,16.781902677128738,33.274927818261006
8586,2015-02-19,245000.0,2,1.75,1220,8382,1.0,0.0,0,3.0,6.0,98146,9602,2015,78,0.0,11.772716207901594,7.914706888827969
8587,2014-09-08,281000.0,3,1.5,1280,974,3.0,0.0,0,3.0,7.0,98125,2254,2014,17,0.0,12.429610782565698,30.305658463663185
8590,2015-02-26,635000.0,4,2.5,2080,11176,1.0,0.0,0,5.0,8.0,98125,13256,2015,66,0.0,11.9228128370726,29.702681870372967
8592,2015-01-14,470000.0,4,2.0,1500,3659,1.0,0.0,0,3.0,7.0,98122,5159,2015,114,1.0,3.1603571917088953,18.375360611858618
8593,2014-07-01,600000.0,2,2.5,2510,14878,2.0,0.0,0,3.0,10.0,98011,17388,2014,30,0.0,18.7787467313568,35.08826093785665
8595,2014-08-04,538500.0,3,3.5,2500,4270,2.0,0.0,0,3.0,8.0,98065,6770,2014,20,0.0,35.26949359379772,33.50169295075969
8596,2014-07-09,594950.0,4,2.5,2720,10006,2.0,0.0,0,3.0,9.0,98074,12726,2014,31,0.0,22.089110649859972,28.398757435357748
8598,2014-06-06,510000.0,3,1.75,1480,7040,1.0,0.0,0,3.0,7.0,98033,8520,2014,46,0.0,14.346774197032214,27.297658238545853
8600,2014-07-21,435000.0,2,1.0,1650,5106,1.0,0.0,0,3.0,7.0,98115,6756,2014,60,1.0,10.320740396271697,28.41491041365528
8601,2015-03-24,559000.0,3,1.75,1700,6500,1.0,0.0,0,3.0,8.0,98115,8200,2015,53,0.0,9.241992252544811,26.719970252187515
8603,2014-10-28,340000.0,2,1.0,1280,9690,1.0,0.0,0,4.0,6.0,98118,10970,2014,101,1.0,9.230158519224196,10.205658917903227
8604,2015-03-12,565000.0,4,2.5,2980,10459,2.0,0.0,0,3.0,9.0,98019,13439,2015,19,0.0,30.50871955162323,40.68042532244762
8605,2015-02-13,575700.0,3,1.75,1730,6130,1.0,0.0,0,3.0,7.0,98115,7860,2015,79,1.0,10.080221660740392,28.27445533592811
8606,2014-06-17,1010000.0,3,3.25,2420,1923,2.0,0.0,2,3.0,10.0,98109,4343,2014,14,1.0,3.25067638386588,21.699230609126253
8608,2014-08-18,265000.0,5,4.0,1400,8580,1.0,0.0,0,5.0,7.0,98188,9980,2014,66,1.0,17.20014498834636,1.5627450205280358
8611,2014-06-11,381000.0,3,1.5,1460,11407,1.0,0.0,0,3.0,7.0,98155,12867,2014,66,0.0,15.64012635417002,33.61513541854511
8612,2015-04-14,564000.0,5,2.25,2140,8700,1.0,0.0,2,3.0,8.0,98115,10840,2015,58,1.0,10.055630198609636,28.16093644173198
8613,2014-07-10,114975.0,2,1.0,740,6250,1.0,0.0,0,3.0,6.0,98146,6990,2014,78,0.0,11.336213118889185,7.37820417718383
8616,2015-05-13,751000.0,5,2.75,2860,5280,2.0,0.0,0,3.0,9.0,98052,8140,2015,14,0.0,20.629731013226788,32.88071169084728
8617,2014-12-31,425000.0,3,2.25,1400,6970,2.0,0.0,0,3.0,8.0,98006,8370,2014,36,0.0,13.499676497008396,14.062251999563433
8618,2015-01-14,665000.0,3,1.75,2700,5040,1.0,0.0,2,3.0,8.0,98144,7740,2015,73,1.0,4.351698336803505,15.565908265551409
8621,2014-11-25,190000.0,3,1.75,1520,9600,1.0,0.0,0,4.0,7.0,98059,11120,2014,53,0.0,20.497330367218616,11.927848546419444
8626,2014-05-19,565000.0,4,2.25,2110,10698,2.0,0.0,0,4.0,8.0,98027,12808,2014,41,0.0,19.67010577409415,21.05808967735937
8627,2014-05-06,175000.0,3,1.0,1010,7034,1.0,0.0,0,3.0,7.0,98055,8044,2014,66,0.0,15.703470077596466,8.017456370476738
8630,2014-10-07,430000.0,3,1.75,1610,7900,1.0,0.0,0,4.0,8.0,98177,9510,2014,60,1.0,16.858898646223192,35.30432637857513
8631,2014-10-30,225000.0,3,1.75,1460,8372,1.0,0.0,0,4.0,7.0,98042,9832,2014,39,0.0,32.50944236203609,18.181289691360643
8632,2014-07-17,312000.0,5,4.0,2900,9779,2.0,0.0,0,4.0,7.0,98168,12679,2014,83,1.0,12.167856655164114,6.3152184539998135
8633,2015-03-02,380000.0,3,1.0,1260,7980,1.0,0.0,0,3.0,7.0,98177,9240,2015,69,0.0,10.746384042848357,29.138029576203227
8636,2014-07-02,329950.0,4,2.5,2120,4558,2.0,0.0,0,3.0,7.0,98038,6678,2014,18,0.0,34.60819513370059,22.202383988194764
8637,2014-09-23,995000.0,3,2.5,2460,10300,1.0,0.0,0,3.0,10.0,98117,12760,2014,28,0.0,11.033158277330765,29.264217730849282
8638,2014-07-14,929950.0,3,3.5,3790,10829,2.0,0.0,0,3.0,11.0,98027,14619,2014,27,0.0,18.81794825168399,19.503447765682335
8639,2015-03-27,692000.0,4,2.5,2350,9779,1.0,0.0,0,3.0,10.0,98074,12129,2015,33,0.0,20.565958488010086,28.23306014351528
8640,2014-06-26,402000.0,2,1.0,620,2475,1.0,0.0,0,5.0,6.0,98107,3095,2014,109,0.0,6.928853829657391,25.206929813463084
8642,2014-06-19,249000.0,3,1.0,1050,8498,1.0,0.0,0,4.0,7.0,98031,9548,2014,61,0.0,24.746488952677552,8.669562539929355
8643,2014-12-02,244900.0,3,1.5,1360,9980,1.0,0.0,0,4.0,7.0,98031,11340,2014,54,0.0,23.608909953411217,7.8915996450122545
8645,2015-03-31,552500.0,4,1.0,1560,7980,1.0,0.0,0,4.0,7.0,98146,9540,2015,81,1.0,11.637811260955402,9.719944085561512
8649,2014-09-05,260000.0,3,1.0,1200,4592,1.0,0.0,0,3.0,6.0,98106,5792,2014,70,1.0,9.971786141797788,9.197778635423845
8650,2014-06-27,355000.0,2,2.25,1330,10838,2.0,0.0,0,3.0,8.0,98028,12168,2014,35,0.0,19.216245948602307,36.43951949528553
8651,2015-01-30,318000.0,3,1.75,1570,12506,1.0,0.0,0,4.0,8.0,98003,14076,2015,61,0.0,30.19634141438381,11.966823943497113
8654,2015-04-01,485000.0,4,2.25,1810,7068,2.0,0.0,0,5.0,7.0,98034,8878,2015,44,0.0,16.907746887298032,32.86870994501257
8656,2014-09-16,588000.0,3,1.5,1780,4200,1.5,0.0,0,4.0,8.0,98103,5980,2014,104,0.0,6.088078667787042,24.534001091092737
8658,2014-05-23,402000.0,3,2.0,1540,1827,2.0,0.0,0,3.0,8.0,98029,3367,2014,15,0.0,26.14304046339519,25.578731940841983
8659,2015-05-01,245000.0,3,1.0,1380,9875,1.0,0.0,0,3.0,7.0,98168,11255,2015,61,0.0,10.54758093487663,8.101884387603917
8661,2014-05-25,195000.0,3,1.75,1570,8459,1.0,0.0,0,3.0,7.0,98022,10029,2014,29,0.0,51.50305791841181,34.91258201046288
8662,2015-01-12,385000.0,5,2.0,2540,11750,1.0,0.0,0,3.0,7.0,98155,14290,2015,58,1.0,18.89200735383517,36.88595838111558
8664,2014-10-28,1090000.0,4,2.5,2780,6837,2.0,0.0,0,3.0,9.0,98033,9617,2014,16,0.0,11.93525736930619,25.847205097296484
8665,2014-05-20,396675.0,2,1.0,1730,6375,2.0,0.0,0,4.0,6.0,98126,8105,2014,75,0.0,8.404356948260666,11.387978896411722
8666,2014-10-02,242000.0,5,2.25,2340,7494,1.0,0.0,0,3.0,7.0,98188,9834,2014,69,1.0,18.256928911236084,1.7013166804414435
8668,2014-12-03,496000.0,2,1.0,1420,4635,2.0,0.0,0,4.0,7.0,98115,6055,2014,79,0.0,8.332943546681928,26.276563954981494
8669,2014-12-08,399950.0,3,2.5,1470,4488,2.0,0.0,0,5.0,7.0,98034,5958,2014,40,0.0,18.199551905927574,32.77127758022564
8670,2015-03-04,895000.0,4,2.5,2850,8526,2.0,0.0,0,3.0,9.0,98033,11376,2015,22,0.0,13.09316600516391,26.99416970457602
8671,2014-11-04,690000.0,3,2.0,2360,6149,2.0,0.0,3,3.0,8.0,98136,8509,2014,94,0.0,8.069433933444225,12.692702677145208
8672,2014-09-02,270000.0,3,1.5,1610,8375,2.0,0.0,0,3.0,7.0,98155,9985,2014,93,0.0,16.2257677200424,34.35631330336054
8674,2015-05-04,454280.0,3,2.5,1470,1741,2.0,0.0,0,3.0,8.0,98029,3211,2015,16,1.0,26.114128238989693,25.43678899515982
8677,2015-04-29,300000.0,4,2.5,2450,8932,2.0,0.0,0,3.0,8.0,98023,11382,2015,30,0.0,33.2027364051617,15.270461217340815
8678,2015-05-08,700000.0,3,1.75,1500,6000,1.0,0.0,0,5.0,7.0,98199,7500,2015,80,1.0,6.649050484227337,23.87092451200956
8679,2014-12-18,520000.0,3,1.75,2080,6609,1.0,0.0,0,3.0,7.0,98115,8689,2014,70,1.0,9.30222896931975,27.198600479070077
8681,2015-04-20,404000.0,3,2.5,2370,4324,2.0,0.0,0,3.0,8.0,98038,6694,2015,14,0.0,38.07842537063402,24.958662145630836
8684,2015-04-09,557800.0,4,1.75,1550,6000,1.0,0.0,0,5.0,7.0,98199,7550,2015,76,0.0,7.219549591361367,24.786398757909154
8685,2015-04-13,571000.0,4,2.25,2290,9900,1.0,0.0,2,4.0,8.0,98166,12190,2015,61,1.0,18.302078959590695,3.1070596006046793
8686,2014-07-08,410000.0,4,2.5,2560,4020,2.0,0.0,0,3.0,9.0,98038,6580,2014,14,0.0,36.56257125771759,22.965261759701942
8687,2015-03-13,225000.0,3,1.5,1240,5506,1.0,0.0,0,4.0,7.0,98118,6746,2015,49,0.0,9.511223754579792,9.622204024617147
8688,2014-07-16,700000.0,4,2.5,2590,4498,2.0,0.0,0,3.0,9.0,98052,7088,2014,16,0.0,18.865266715318516,31.807214901967356
8690,2015-04-28,536500.0,2,2.0,1360,1860,1.0,0.0,0,4.0,7.0,98107,3220,2015,95,1.0,8.509919126071313,26.429279922376455
8694,2015-04-08,249000.0,3,1.75,1590,7535,1.5,0.0,0,5.0,6.0,98032,9125,2015,111,0.0,26.78228278910287,8.98549217360696
8695,2014-05-08,780000.0,4,1.75,2480,9195,1.0,0.0,0,3.0,7.0,98004,11675,2014,70,1.0,10.837438899768499,17.541201170829297
8697,2014-09-15,434500.0,3,1.75,1930,7210,1.0,0.0,0,3.0,7.0,98072,9140,2014,45,1.0,18.56278776720942,33.771486254428986
8699,2015-02-19,417200.0,2,1.0,1000,4000,1.0,0.0,0,3.0,6.0,98107,5000,2015,110,0.0,8.651146217788838,26.589894875246657
8701,2014-12-02,506000.0,2,1.0,1060,3588,1.0,0.0,0,4.0,7.0,98107,4648,2014,94,1.0,8.41358206175485,26.345030641659235
8702,2015-04-21,348000.0,3,2.5,1730,4004,2.0,0.0,0,3.0,7.0,98148,5734,2015,21,0.0,19.600183339298553,2.3775788588014555
8706,2014-08-21,460000.0,2,2.5,1830,8107,1.0,0.0,0,5.0,7.0,98125,9937,2014,74,1.0,10.577046609730335,28.610701425860558
8708,2014-06-12,445000.0,5,1.75,2460,6846,1.5,0.0,0,5.0,7.0,98108,9306,2014,109,1.0,7.137347909141368,11.312124228214232
8709,2014-05-19,373000.0,3,2.5,1670,3565,2.0,0.0,0,3.0,7.0,98072,5235,2014,21,0.0,21.534195546061625,36.95622568525826
8711,2014-08-26,364988.0,3,2.5,2850,12593,2.0,0.0,0,3.0,9.0,98023,15443,2014,23,0.0,35.92468223234185,17.939768510712057
8713,2015-03-05,625000.0,4,3.0,2350,5627,1.0,0.0,0,5.0,8.0,98118,7977,2015,60,1.0,8.057823663038045,12.248804598060374
8714,2014-09-08,237500.0,3,1.75,1480,7830,1.0,0.0,0,3.0,7.0,98022,9310,2014,40,0.0,52.27100248261885,35.71720691129454
8716,2014-05-29,155000.0,3,1.0,1250,6250,1.0,0.0,0,2.0,7.0,98108,7500,2014,71,1.0,8.805485000548003,9.652281271890832
8717,2015-02-23,614000.0,4,2.75,2760,8160,1.5,0.0,2,4.0,8.0,98177,10920,2015,80,1.0,13.168606163138344,31.612922548639933
8718,2015-03-31,650000.0,3,2.5,2380,3332,2.0,0.0,0,3.0,9.0,98034,5712,2015,6,0.0,16.03324614642941,31.605403071035322
8720,2015-03-25,587100.0,3,2.25,1670,6414,1.0,0.0,0,4.0,8.0,98117,8084,2015,59,0.0,10.089324656435885,28.335246804412485
8722,2015-05-05,479500.0,2,1.0,930,5760,1.0,0.0,0,3.0,6.0,98118,6690,2015,103,1.0,7.455386575637375,13.193188257826275
8724,2014-05-27,540000.0,4,4.25,1960,3565,2.0,0.0,0,3.0,7.0,98116,5525,2014,80,0.0,4.470800247529501,16.879985077577818
8725,2014-05-21,691000.0,4,2.75,2550,8632,1.0,0.0,0,3.0,8.0,98033,11182,2014,48,1.0,11.24824286736976,24.006513698663223
8731,2015-03-25,830000.0,4,2.25,3010,12202,1.0,0.0,0,4.0,9.0,98005,15212,2015,61,0.0,12.543589530489738,23.706825247485998
8732,2015-01-28,810000.0,3,2.5,2610,8481,2.0,0.0,0,3.0,10.0,98006,11091,2015,27,0.0,17.580250411575534,18.59253533244888
8733,2015-01-13,500000.0,3,2.25,1440,15661,1.0,0.0,0,3.0,8.0,98074,17101,2015,32,1.0,22.318924470609232,28.049604465739762
8734,2014-05-30,490000.0,3,1.75,1920,5405,1.0,0.0,2,4.0,7.0,98126,7325,2014,73,1.0,6.466186780266259,14.042971049604974
8735,2014-10-28,490000.0,2,1.75,1670,4200,2.0,0.0,0,3.0,7.0,98116,5870,2014,108,0.0,4.578465883612246,17.09754179864999
8736,2014-09-18,272000.0,4,1.75,1390,10660,1.0,0.0,0,4.0,7.0,98198,12050,2014,60,1.0,21.71228179381261,3.7745872973495067
8737,2014-09-10,280000.0,3,2.25,2140,7200,2.0,0.0,0,4.0,7.0,98031,9340,2014,41,0.0,26.402664722875684,10.146096197490087
8739,2014-06-23,275000.0,3,1.0,1080,6000,1.0,0.0,0,4.0,7.0,98133,7080,2014,68,0.0,16.660694917042562,34.99711286415636
8740,2014-07-28,375000.0,3,3.25,2760,6420,2.0,0.0,2,3.0,9.0,98031,9180,2014,29,1.0,25.750648370866823,8.535564508775858
8741,2014-08-26,445000.0,3,2.75,2180,3703,2.0,0.0,0,3.0,8.0,98011,5883,2014,16,0.0,22.426887745514264,38.257437437690825
8744,2014-06-26,358000.0,3,1.5,2450,12497,1.0,0.0,0,4.0,7.0,98065,14947,2014,53,0.0,38.520036690377076,36.45845054103442
8746,2015-04-30,305000.0,2,1.0,960,8276,1.0,0.0,0,3.0,5.0,98027,9236,2015,81,0.0,24.1706249349578,22.451169739711094
8747,2014-05-30,415000.0,2,1.75,1340,4664,1.0,0.0,0,3.0,8.0,98053,6004,2014,16,0.0,25.65091835201035,36.52492803889608
8749,2014-10-13,733000.0,4,3.5,3080,5974,2.0,0.0,0,3.0,9.0,98075,9054,2014,17,0.0,27.07286171832434,30.15927050381402
8751,2014-09-19,540000.0,3,1.75,2280,16671,1.5,0.0,0,4.0,6.0,98034,18951,2014,111,1.0,14.249156362965314,30.207664793293652
8752,2015-02-24,270500.0,3,1.5,1952,8613,1.0,0.0,0,4.0,7.0,98032,10565,2015,60,1.0,26.50045854253124,8.05399311145226
8753,2015-04-10,422250.0,2,1.5,1280,1256,2.0,0.0,0,3.0,8.0,98107,2536,2015,22,1.0,7.926415783504672,26.204018272179045
8754,2014-05-16,655000.0,5,3.25,3690,12353,2.0,0.0,0,5.0,9.0,98155,16043,2014,43,0.0,17.981991868028047,35.97336756222504
8757,2014-05-06,460000.0,2,2.25,1230,929,2.0,0.0,0,3.0,8.0,98122,2159,2014,16,1.0,2.8406259695245337,19.508520830593078
8758,2014-10-25,159075.0,4,1.5,1580,6200,1.0,0.0,0,3.0,6.0,98178,7780,2014,76,1.0,14.242718353862271,7.541157207994129
8759,2014-12-09,470000.0,2,1.0,1220,4000,1.5,0.0,0,4.0,6.0,98103,5220,2014,112,0.0,8.133820852231384,26.578480654708144
8760,2014-07-08,235000.0,2,1.0,1020,7920,1.0,0.0,0,3.0,6.0,98108,8940,2014,81,0.0,6.1011463014296075,12.48994626599366
8761,2014-09-18,309950.0,2,1.5,1510,9843,1.0,0.0,0,4.0,7.0,98188,11353,2014,59,0.0,19.096062620894106,2.386412584308141
8762,2014-05-23,433000.0,4,1.75,1830,9600,1.0,0.0,0,4.0,7.0,98006,11430,2014,54,1.0,16.229883285718238,19.548652092052443
8765,2015-02-09,835000.0,3,2.5,2720,13124,2.0,0.0,0,3.0,9.0,98052,15844,2015,32,0.0,18.350226947375766,26.55745527543113
8766,2015-01-09,640000.0,2,1.0,1360,5000,1.0,0.0,0,3.0,7.0,98199,6360,2015,84,1.0,5.351612193417401,22.56174081496303
8767,2015-01-26,438000.0,3,2.25,2340,14279,1.0,0.0,0,3.0,8.0,98006,16619,2015,55,1.0,16.33809494203284,19.49414121417166
8768,2014-07-22,540000.0,4,2.5,2600,9935,2.0,0.0,0,3.0,8.0,98059,12535,2014,15,0.0,19.80566830931754,12.90927450752444
8769,2015-03-09,325000.0,4,2.5,2090,7434,1.0,0.0,0,3.0,7.0,98146,9524,2015,27,1.0,12.468470841497457,6.847090060403401
8770,2015-01-26,380000.0,4,1.75,2260,7200,1.5,0.0,0,5.0,7.0,98056,9460,2015,96,1.0,15.443040814586947,11.561324886807155
8771,2014-11-13,510000.0,2,1.0,1390,5544,1.0,0.0,0,3.0,7.0,98105,6934,2014,73,1.0,8.53757716988792,25.25438960682758
8772,2014-08-12,380000.0,4,2.5,2300,7707,2.0,0.0,0,3.0,8.0,98038,10007,2014,16,0.0,36.0859167744662,22.009333292663495
8773,2014-06-16,825000.0,4,2.5,2810,9800,1.0,0.0,0,4.0,8.0,98006,12610,2014,47,1.0,14.724305707857878,17.76491175089264
8776,2015-01-07,790000.0,3,1.0,1290,6380,1.5,0.0,0,3.0,7.0,98115,7670,2015,90,0.0,9.752932033947474,27.984185775555623
8777,2014-12-12,287000.0,2,1.5,720,4346,1.0,0.0,0,4.0,6.0,98106,5066,2014,78,0.0,9.576513376989755,9.524159505992476
8779,2014-09-08,270000.0,3,2.25,1750,8400,1.0,0.0,0,3.0,7.0,98188,10150,2014,55,1.0,17.427034973201444,2.689974604582024
