,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Age_of_House,Years_last_renovation,basement,distance_from_seattle,distance_from_bellevue,distance_from_a_city,distance_from_airport
11379,9542000340,2014-08-07,500000.0,3,1.75,1560,16194,0.0,0.0,1560,0.0,1961,1961,98005,47.5966,-122.175,2430,16193,59,59,False,12.067920123139764,2.458721179478986,2.458721179478986,19.4840258858206
11380,2426049078,2014-07-16,443000.0,4,1.5,1860,12197,0.0,0.0,1860,0.0,1964,1964,98034,47.729,-122.235,1510,11761,56,56,False,15.393109130603044,13.429795597606107,13.429795597606107,32.11215433623851
11381,5438000160,2014-06-09,213400.0,3,1.5,1150,8686,0.0,0.0,1150,0.0,1963,1963,98055,47.4417,-122.194,1760,8798,57,57,False,21.30213816135593,18.751054772796092,18.751054772796092,8.093931843229514
11382,259600890,2014-10-02,480000.0,4,1.75,1920,9380,0.0,0.0,1920,0.0,1964,1964,98008,47.6344,-122.118,1580,8580,56,56,False,16.528321931713172,6.743294192413909,6.743294192413909,25.29109126495361
11383,8732190200,2015-01-15,275000.0,4,2.25,2490,7233,0.0,0.0,1460,1030.0,1978,1978,98023,47.3115,-122.396,2000,8000,42,42,True,33.26551973753208,36.31036747743019,33.26551973753208,16.300714519532786
11384,3395040200,2014-07-09,299880.0,3,2.5,1460,3044,0.0,0.0,1460,0.0,2000,2000,98108,47.544,-122.296,1490,3044,20,20,False,7.69561503214347,10.270027439089723,7.69561503214347,11.171045777496767
11385,6362900171,2014-05-27,499950.0,3,3.5,1820,1501,0.0,0.0,1430,390.0,2014,2014,98144,47.596000000000004,-122.29799999999999,1550,1501,6,6,True,3.0883139144011333,7.465215695008932,3.0883139144011333,16.943693295377976
11386,2154500060,2014-12-03,1710000.0,5,3.0,4290,17100,0.0,3.0,2480,1810.0,1972,2007,98040,47.5473,-122.211,3550,16988,48,13,True,11.496005625083596,7.052143393518462,7.052143393518462,13.389031274032313
11387,5706200370,2014-08-06,550000.0,4,2.75,2230,9460,0.0,0.0,1480,750.0,1960,1960,98027,47.5246,-122.044,1760,10878,60,60,True,23.71800984067915,15.128129412375598,15.128129412375598,21.34328714655039
11388,1402950240,2014-06-02,300000.0,4,2.5,2070,7476,0.0,0.0,2070,0.0,2003,2003,98092,47.3352,-122.189,2430,5500,17,17,False,32.243283895818166,30.591760672237324,30.591760672237324,14.724054940248427
11389,4141800030,2014-10-14,920000.0,3,1.75,2480,4000,0.0,0.0,1240,1240.0,1948,2014,98122,47.615,-122.288,2450,4000,72,6,True,3.6178347285305215,6.56190049903108,3.6178347285305215,19.08038998261207
11390,3426049284,2014-08-19,2300000.0,4,3.25,4110,15929,1.0,4.0,2720,1390.0,2001,2001,98115,47.6934,-122.271,2640,15929,19,19,True,10.635216750202469,10.622080377287059,10.622080377287059,27.860048705137835
11391,3658700510,2014-07-24,620000.0,4,2.75,2290,3060,0.0,0.0,1550,740.0,1928,1928,98115,47.6793,-122.316,1460,3060,92,92,True,8.050703056313166,11.541505797569206,8.050703056313166,26.22025204896336
11392,2220069196,2014-08-11,253500.0,3,1.0,1220,20400,0.0,0.0,1220,0.0,1959,1959,98022,47.2063,-122.023,1640,53578,61,61,False,50.43749688452092,46.84918679196659,46.84918679196659,33.699208844665044
11393,5700004485,2014-05-20,978000.0,4,2.75,2620,13777,0.0,2.0,1720,900.0,1926,1926,98144,47.58,-122.285,3530,9287,94,94,True,4.881043806598224,7.1643060917320405,4.881043806598224,15.214933173423598
11394,1328320350,2014-12-02,387500.0,4,2.5,3190,9856,0.0,0.0,3190,0.0,1979,1979,98058,47.4445,-122.126,2260,7996,41,41,False,24.010561206707656,19.26605756445849,19.26605756445849,13.202083227166987
11395,3432500310,2014-06-24,325000.0,3,1.0,850,6906,0.0,0.0,850,0.0,1948,1948,98155,47.7441,-122.314,1150,6907,72,72,False,15.205390323662535,17.10876371492602,15.205390323662535,33.411899553322385
11396,9274200318,2015-04-10,568000.0,3,2.5,1740,1308,0.0,0.0,1740,0.0,2008,2008,98116,47.5892,-122.387,1740,1280,12,12,False,4.410945378074035,14.158627747818285,4.410945378074035,17.40702017931343
11397,3034200550,2014-09-22,525000.0,4,2.5,2140,7754,0.0,0.0,2140,0.0,1996,1996,98133,47.7173,-122.338,1690,7775,24,24,False,12.14638099831806,15.709864166069671,12.14638099831806,30.542668809396254
11398,2078500350,2014-06-04,560000.0,3,2.5,2070,12708,0.0,0.0,2070,0.0,1996,1996,98056,47.5295,-122.18,2620,9617,24,24,False,14.54197822708851,9.120285254379974,9.120285254379974,13.217357168333805
11400,9287801455,2014-10-28,484950.0,2,1.0,1000,4956,0.0,2.0,1000,0.0,1916,1916,98107,47.6753,-122.36,1830,4959,104,104,False,7.704975865305352,13.94064883923788,7.704975865305352,26.12265242169393
11401,9472200060,2014-11-05,1300000.0,3,2.75,3340,12690,0.0,0.0,2550,790.0,1956,1988,98105,47.6665,-122.27,3340,9480,64,32,True,8.127266370413842,8.114107365499924,8.114107365499924,24.889295027183813
11402,869700060,2014-07-29,315000.0,3,2.5,1260,2767,0.0,0.0,1260,0.0,1999,1999,98059,47.4914,-122.155,1310,2767,21,21,False,18.722533865748165,13.658062701119425,13.658062701119425,12.233499875420929
11403,4298100060,2014-05-09,590000.0,4,2.25,2430,32496,0.0,0.0,2430,0.0,1993,1993,98077,47.7642,-122.04799999999999,2750,35506,27,27,False,27.61772415060412,20.557987813055846,20.557987813055846,40.38445361516173
11404,7211402105,2014-11-26,106000.0,1,1.0,560,5700,0.0,0.0,560,0.0,1947,1947,98146,47.511,-122.359,1120,5000,73,73,False,10.927722646599745,16.21452975604443,10.927722646599745,8.644971098406534
11405,7135520260,2014-11-18,751000.0,3,2.5,3380,9528,0.0,0.0,3380,0.0,1994,1994,98059,47.5275,-122.148,3630,14089,26,26,False,16.642893083467865,10.02093381704653,10.02093381704653,14.838772471990078
11406,9222400565,2014-10-17,474000.0,2,1.0,1100,3500,0.0,0.0,1100,0.0,1908,1908,98115,47.6741,-122.323,2050,4000,112,112,False,7.40021121597319,11.576767357910144,7.40021121597319,25.670274509432613
11407,7116500125,2014-05-28,189000.0,2,2.0,1700,3171,0.0,0.0,850,850.0,1927,1927,98002,47.3025,-122.22399999999999,1380,5906,93,93,True,34.962626919051175,34.25783229555968,34.25783229555968,16.727903001457534
11408,7202290320,2014-10-24,440500.0,3,2.5,1600,3172,0.0,0.0,1600,0.0,2002,2002,98053,47.6868,-122.042,1690,3698,18,18,False,23.62948299198194,14.602325114130881,14.602325114130881,33.31328729700538
11410,8682310310,2015-05-11,589000.0,2,2.0,1850,4667,0.0,0.0,1850,0.0,2010,2010,98053,47.7101,-122.014,1860,6008,10,10,False,26.580882396904563,17.832985229795057,17.832985229795057,36.63895386919184
11411,4137000700,2014-08-29,273000.0,3,2.25,1830,7651,0.0,0.0,1830,0.0,1986,1986,98092,47.2642,-122.219,2160,8442,34,34,False,39.19135553499584,38.493717506677875,38.493717506677875,20.878763997950468
11412,5119400075,2014-06-20,950000.0,3,3.25,3050,18892,1.0,4.0,1650,1400.0,1962,1962,98198,47.3881,-122.32600000000001,1170,70973,58,58,True,24.44754646197524,26.431964568410333,24.44754646197524,6.427556688252979
11413,8857100060,2014-11-10,277700.0,2,1.5,1240,1055,0.0,0.0,1200,40.0,1967,1967,98008,47.6104,-122.11200000000001,1410,1340,53,53,True,16.721489268142648,6.643344292552513,6.643344292552513,23.37357047327275
11414,3329510200,2014-11-24,299900.0,3,2.25,2100,8163,0.0,0.0,2100,0.0,1984,1984,98001,47.3336,-122.26899999999999,1410,7515,36,36,False,30.896568405224293,31.18222393591191,30.896568405224293,12.462379767297632
11415,7789200070,2014-06-03,235000.0,3,1.0,1250,15603,0.0,0.0,1250,0.0,1959,1959,98056,47.5093,-122.17200000000001,1720,10220,61,61,False,16.43323248926143,11.436295704490913,11.436295704490913,12.174969733587718
11416,6140600049,2015-05-06,464000.0,2,2.0,1230,4800,0.0,0.0,1230,0.0,1952,2004,98133,47.7145,-122.35,1560,7200,68,16,False,11.885341484396466,16.086510539550464,11.885341484396466,30.32706790915063
11417,9324320030,2015-03-17,281000.0,3,1.75,1690,9826,0.0,0.0,1690,0.0,1988,1988,98023,47.31399999999999,-122.365,1980,9826,32,32,False,32.74901830877792,35.172814206611584,32.74901830877792,15.164333324563419
11418,2555900030,2014-11-07,320000.0,3,1.0,1520,8870,0.0,0.0,1520,0.0,1951,1951,98155,47.7638,-122.31700000000001,1520,7800,69,69,False,17.365111545334365,19.14136499246119,17.365111545334365,35.60681982660289
11419,8662500350,2014-06-20,282000.0,4,2.0,1890,6302,0.0,0.0,1890,0.0,1997,1997,98030,47.3846,-122.205,1690,5369,23,23,False,26.681085269349076,25.091706064249674,25.091706064249674,9.784642657678557
11420,7856601040,2015-02-20,745000.0,4,1.75,1990,8900,0.0,0.0,1990,0.0,1972,1972,98006,47.5639,-122.149,2620,8925,48,48,False,14.789622454076419,6.455778588466874,6.455778588466874,17.61267084852092
11421,109200390,2014-08-20,245000.0,3,1.75,1480,3900,0.0,0.0,1480,0.0,1980,1980,98023,47.2977,-122.367,1830,6956,40,40,False,34.56642965010866,36.925623527443726,34.56642965010866,16.936767488198814
11422,109200390,2014-10-20,250000.0,3,1.75,1480,3900,0.0,0.0,1480,0.0,1980,1980,98023,47.2977,-122.367,1830,6956,40,40,False,34.56642965010866,36.925623527443726,34.56642965010866,16.936767488198814
11423,6870300060,2014-09-22,470000.0,3,2.5,2120,2374,0.0,0.0,1770,350.0,2005,2005,98052,47.674,-122.14200000000001,2480,3043,15,15,True,16.21570509993925,8.323747099436337,8.323747099436337,28.269839808194245
11424,2734100732,2014-10-15,216650.0,3,3.5,1480,1077,0.0,0.0,1300,180.0,2007,2007,98109,47.5421,-122.322,1140,2003,13,13,True,7.390803530968305,11.844437150506272,7.390803530968305,11.057808640015459
11425,7201900370,2015-05-05,440000.0,3,1.0,1250,8412,0.0,0.0,1250,0.0,1975,1975,98052,47.7012,-122.131,1840,8976,45,45,False,18.46059953360385,11.360497948261068,11.360497948261068,31.36050229875243
11426,3904960700,2014-06-13,590000.0,4,2.5,2010,7972,0.0,0.0,2010,0.0,1989,1989,98029,47.5782,-122.01799999999999,2100,8511,31,31,False,23.998822188329196,14.149050486336295,14.149050486336295,26.023499978552287
11427,2225059240,2014-10-28,935000.0,5,2.5,3150,35283,0.0,0.0,1800,1350.0,1975,1975,98005,47.6368,-122.15700000000001,3280,35283,45,45,True,13.722743270038528,4.395684935254121,4.395684935254121,24.061510366685134
11428,4397650160,2014-09-22,848000.0,3,3.5,3010,5717,0.0,0.0,3010,0.0,2000,2000,98007,47.5943,-122.15,2780,5138,20,20,False,13.958042813075682,4.196428116652834,4.196428116652834,20.253168724360112
11429,3629860060,2015-03-12,827500.0,5,4.25,3920,5823,0.0,0.0,3000,920.0,2000,2000,98029,47.5492,-122.008,3000,5297,20,20,True,25.38113829885899,15.963179712845513,15.963179712845513,24.979172560912815
11430,4083305085,2014-05-20,1130000.0,6,3.0,2880,3192,0.0,0.0,2180,700.0,1919,1919,98103,47.6506,-122.33200000000001,1870,4533,101,101,True,4.7384247276914495,10.802675154339447,4.7384247276914495,23.121174789317184
11431,518500700,2014-05-07,630000.0,2,2.25,2550,5663,0.0,0.0,1720,830.0,2011,2011,98056,47.5304,-122.20200000000001,2560,3828,9,9,True,13.193678836939707,8.888118663304462,8.888118663304462,12.213154881291633
11432,3580900260,2014-05-05,340000.0,5,1.0,1120,9022,0.0,0.0,1120,0.0,1962,1962,98034,47.7296,-122.24,1310,7500,58,58,False,15.27334579232921,13.571427423928952,13.571427423928952,32.12196162530842
11433,1974300060,2014-09-23,570000.0,4,2.75,3140,10918,0.0,0.0,1900,1240.0,1968,1986,98034,47.7086,-122.243,3170,10918,52,34,True,13.135138104420468,11.365330285584095,11.365330285584095,29.780608304724442
11434,624069035,2014-12-09,2750000.0,4,4.0,4130,5575,1.0,4.0,2860,1270.0,1993,1993,98075,47.5968,-122.083,2980,5575,27,27,True,18.935524513974407,8.94525666497679,8.94525666497679,23.649630319949615
11435,5152980070,2015-01-02,514500.0,4,2.5,2990,9614,0.0,2.0,1740,1250.0,1976,1976,98003,47.3424,-122.329,3370,12085,44,44,True,29.519909119064955,31.299987580753452,29.519909119064955,11.426500811624495
11436,2624039114,2015-04-13,360000.0,2,1.0,1120,12625,0.0,3.0,1120,0.0,1940,1940,98136,47.5397,-122.385,1880,6828,80,80,False,8.460790989309881,15.894440909596765,8.460790989309881,12.382739265608514
11437,4337000200,2014-12-17,228900.0,4,1.5,1570,8775,0.0,0.0,1570,0.0,1943,1943,98166,47.4789,-122.335,980,8775,77,77,False,14.347702244822758,17.74791528636807,14.347702244822758,4.659341975377297
11438,7203100550,2014-06-25,660000.0,3,2.75,2210,4000,0.0,0.0,2210,0.0,2008,2008,98053,47.6954,-122.01700000000001,2230,4674,12,12,False,25.720879549522156,16.682583647772322,16.682583647772322,35.19640950443096
11439,2782100260,2015-03-03,647000.0,4,2.5,2390,5800,0.0,0.0,2390,0.0,2000,2000,98075,47.5965,-122.038,2590,6507,20,20,False,22.303047716187532,12.285998813080147,12.285998813080147,26.084660167846184
11440,1737320060,2014-06-10,366000.0,3,1.75,1520,8625,0.0,0.0,1520,0.0,1976,1976,98011,47.7687,-122.223,2080,9200,44,44,False,19.72949585348284,17.672623425878708,17.672623425878708,36.61023006248799
11441,7972604001,2014-07-18,354000.0,5,1.75,1830,7986,0.0,0.0,1060,770.0,1962,1962,98106,47.5208,-122.35,1410,7260,58,58,True,9.755166018988506,14.981678320685909,9.755166018988506,9.3209365633297
11442,2719100240,2014-05-19,850000.0,4,3.5,2640,5900,0.0,2.0,2640,0.0,1937,1998,98136,47.5421,-122.383,1700,5900,83,22,False,8.15527324786153,15.632824923555884,8.15527324786153,12.539702284445053
11443,3904990570,2014-05-24,496700.0,3,2.5,1740,5782,0.0,0.0,1740,0.0,1989,1989,98029,47.5783,-122.001,2080,5782,31,31,False,25.25976567185405,15.382452708469907,15.382452708469907,27.083539266612107
11444,7399000350,2014-11-04,300000.0,3,2.0,1550,8300,0.0,0.0,1550,0.0,1965,1965,98055,47.4654,-122.195,1860,8000,55,55,False,19.01932687821026,16.11632306034714,16.11632306034714,8.374237663121038
11445,6400700189,2014-10-17,390000.0,3,1.0,1040,8075,0.0,0.0,1040,0.0,1961,1961,98033,47.6701,-122.176,1450,8075,59,59,False,13.770821656242893,6.888995688930411,6.888995688930411,26.8817279079545
11447,4305200070,2014-09-22,561000.0,3,2.25,1640,7200,0.0,0.0,1640,0.0,1985,1985,98007,47.5948,-122.15299999999999,1830,8372,35,35,False,13.728499270266576,3.9696221425703677,3.9696221425703677,20.17374621949282
11448,2201500240,2014-07-30,475000.0,3,1.75,1260,10065,0.0,0.0,1260,0.0,1954,2014,98006,47.5727,-122.13799999999999,1320,10278,66,6,False,15.288999291545716,6.2924043578901845,6.2924043578901845,18.891882911661853
11449,3277800729,2014-10-16,275000.0,3,1.5,1170,1174,0.0,0.0,840,330.0,2007,2007,98126,47.5459,-122.376,1170,2537,13,13,True,7.5506238099410545,14.969083873902859,7.5506238099410545,12.669871462174214
11450,2525310320,2014-10-28,290000.0,3,1.75,1590,13500,0.0,0.0,1090,500.0,1980,1980,98038,47.3621,-122.031,1540,10375,40,40,True,35.616241218846646,30.390051512771773,30.390051512771773,22.278569795675708
11451,2215901840,2015-02-11,199000.0,3,2.5,1750,6725,0.0,0.0,1330,420.0,1993,1993,98038,47.352,-122.05799999999999,1670,7744,27,27,True,35.251736119343796,30.646546390885693,30.646546390885693,20.962276487083265
11452,1796700160,2015-03-24,279900.0,4,2.5,1770,4338,0.0,0.0,1770,0.0,2001,2001,98042,47.3672,-122.09899999999999,1770,6606,19,19,False,32.10335204095205,28.081036459488853,28.081036459488853,17.444106246225743
11454,6415100350,2015-04-13,405000.0,3,2.5,2160,10200,0.0,0.0,1360,800.0,1978,1978,98133,47.7295,-122.331,2010,7850,42,42,True,13.503857529239951,16.44197230477684,13.503857529239951,31.852676322987147
11455,7504020400,2015-01-27,615000.0,4,2.25,2360,15860,0.0,0.0,2360,0.0,1977,1977,98074,47.6307,-122.051,2650,11798,43,43,False,21.434073006326763,11.436290547282725,11.436290547282725,28.038541781120223
11457,2826049200,2014-08-25,451000.0,4,1.5,1620,5444,0.0,0.0,1620,0.0,1955,1955,98125,47.7065,-122.29700000000001,1620,6912,65,65,False,11.3110876904888,12.887019883828607,11.3110876904888,29.222880426338683
11458,8682292190,2014-12-15,850000.0,2,2.75,2700,9854,0.0,0.0,2700,0.0,2012,2012,98053,47.7187,-122.024,1440,4168,8,8,False,26.33678787691825,17.880891015393928,17.880891015393928,36.987855945668635
11459,2524049250,2014-09-21,1180000.0,5,2.25,3270,16553,0.0,2.0,2470,800.0,1968,1968,98040,47.5428,-122.236,3690,17916,52,52,True,10.381928053843938,7.962826649081422,7.962826649081422,12.081272362151257
11460,7972603385,2014-05-16,245000.0,2,1.0,870,6150,0.0,0.0,870,0.0,1941,1941,98106,47.5256,-122.34700000000001,1120,6150,79,79,False,9.201030601020195,14.460923318138226,9.201030601020195,9.733269148954234
11461,4454800060,2014-06-26,450000.0,2,1.75,840,3340,0.0,0.0,700,140.0,1912,1912,98107,47.6692,-122.359,1700,3980,108,108,True,7.029692004465224,13.537214011598582,7.029692004465224,25.441877610744267
11462,8910500226,2015-04-09,370350.0,3,3.5,1340,1168,0.0,2.0,1080,260.0,2002,2002,98133,47.71100000000001,-122.35600000000001,1650,1378,18,18,True,11.550177780118908,16.12992251438699,11.550177780118908,29.99872876462038
11463,1972202505,2014-07-29,543000.0,3,2.5,1540,1256,0.0,0.0,1540,0.0,2004,2004,98103,47.6498,-122.346,1500,1350,16,16,False,4.713923252371149,11.731749223811583,4.713923252371149,23.160056032506475
11464,6303400520,2015-01-27,265000.0,2,2.0,1650,8975,0.0,0.0,1650,0.0,1942,1942,98146,47.5073,-122.36,1260,8668,78,78,False,11.345626650396664,16.55166366313969,11.345626650396664,8.33033576618676
11465,7852020340,2015-03-25,497000.0,3,2.5,2630,4611,0.0,0.0,2630,0.0,2001,2001,98065,47.5322,-121.868,2220,5250,19,19,False,36.024612130095285,26.411397193693727,26.411397193693727,34.02201800264264
11466,3824100041,2015-04-12,419000.0,4,2.25,1880,9727,0.0,0.0,1100,780.0,1979,1979,98028,47.7731,-122.257,1790,10274,41,41,True,19.254569360627745,18.566815865857834,18.566815865857834,36.77424882843901
11467,3904990260,2014-07-24,545800.0,4,2.5,1980,4500,0.0,0.0,1980,0.0,1989,1989,98029,47.57899999999999,-122.001,1770,4595,31,31,False,25.249549286047746,15.364515410328755,15.364515410328755,27.126500229170006
11469,6083000071,2014-11-10,195000.0,3,2.0,1230,8235,0.0,0.0,1230,0.0,1959,1959,98168,47.4853,-122.304,1080,10281,61,61,False,13.835434471653315,15.913919798042661,13.835434471653315,4.643249841394535
11470,6819100111,2014-12-11,1130000.0,4,2.5,2520,2600,0.0,0.0,1670,850.0,1925,1925,98119,47.6434,-122.35799999999999,2290,3600,95,95,True,4.2881254470570624,12.340734837688796,4.2881254470570624,22.607349429171105
11471,7806210400,2014-09-29,255000.0,5,1.75,1970,8925,0.0,0.0,1170,800.0,1977,1977,98002,47.2925,-122.196,1910,8025,43,43,True,36.58782086548135,35.32597634979874,35.32597634979874,18.573497690263274
11472,4375700055,2014-06-27,500000.0,2,1.5,1520,8040,0.0,0.0,1520,0.0,1951,1951,98125,47.7131,-122.306,1440,8040,69,69,False,11.880094511828611,13.872301023714764,11.880094511828611,29.955986375098288
11474,2731600045,2015-01-07,390000.0,4,2.0,2290,9200,0.0,0.0,2290,0.0,1920,1920,98166,47.4678,-122.363,2140,9200,100,100,False,15.720474036583653,19.983017795156698,15.720474036583653,5.339263182111389
11475,1953400570,2015-03-24,339000.0,3,2.0,1979,8470,0.0,2.0,1329,650.0,1956,1956,98198,47.3912,-122.301,1650,8591,64,64,True,24.22953124021295,25.494115326498804,24.22953124021295,5.817166243760056
11476,2883200139,2015-03-06,1330000.0,4,3.5,2170,3672,0.0,0.0,2170,0.0,1905,1989,98115,47.6828,-122.329,1950,3450,115,31,False,8.323529019367898,12.532481670225172,8.323529019367898,26.66605481986268
11477,3345100251,2015-02-17,429900.0,4,1.5,1820,17918,0.0,0.0,1190,0.0,1962,1962,98056,47.521,-122.179,1890,15241,58,58,False,15.1860432759348,10.064242441330226,10.064242441330226,12.607059280299342
11479,3214200070,2015-04-29,457500.0,3,1.0,1210,7636,0.0,0.0,1210,0.0,1952,1952,98118,47.5377,-122.266,1530,5900,68,68,False,9.377678540756456,9.445146779783482,9.377678540756456,10.800053343618202
11480,1937300193,2015-02-27,499000.0,4,2.5,1970,2601,0.0,0.0,1440,530.0,1999,1999,98144,47.5949,-122.30799999999999,1760,3025,21,21,True,2.5034234322506883,8.223473611193908,2.5034234322506883,16.82596118844956
11481,2821049082,2015-02-12,225000.0,2,1.0,1040,11500,0.0,0.0,1040,0.0,1947,1947,98003,47.2791,-122.3,1300,11954,73,73,False,36.645927617852145,37.56246746833064,36.645927617852145,18.274507088816108
11482,2207500200,2014-09-15,615000.0,3,1.75,1920,4000,0.0,0.0,1070,850.0,1950,1950,98102,47.6392,-122.318,2280,4000,70,70,True,3.696486330459536,9.352655938933209,3.696486330459536,21.77660209615779
11483,9528104286,2015-01-13,455000.0,2,1.5,1020,1146,0.0,0.0,1020,0.0,2001,2001,98115,47.6774,-122.325,1138,1156,19,19,False,7.748121309141507,11.92096035622988,7.748121309141507,26.045929471484282
11484,8901001170,2014-05-14,458000.0,3,1.0,1660,7500,0.0,0.0,1060,600.0,1940,1940,98125,47.7105,-122.306,1450,7500,80,80,True,11.596220706504896,13.635657341289274,11.596220706504896,29.667078382893322
11485,3260200200,2014-10-30,580000.0,3,2.25,1670,7416,0.0,0.0,1220,450.0,1974,1974,98005,47.6028,-122.17200000000001,1710,7416,46,46,True,12.238869731591214,2.3076173109574376,2.3076173109574376,20.1954904593675
11486,1853080640,2014-05-14,966000.0,5,4.5,3810,8019,0.0,0.0,3810,0.0,2008,2008,98074,47.5915,-122.05799999999999,3390,7713,12,12,False,20.84965127327974,10.894674474790786,10.894674474790786,24.591024970663288
11487,986000045,2014-10-07,240000.0,4,1.75,2020,10332,0.0,0.0,1010,1010.0,1954,1954,98168,47.5059,-122.303,2240,8379,66,66,True,11.600901329289659,13.916793076287476,11.600901329289659,6.929827369293358
11488,4322200105,2015-03-31,229050.0,1,1.0,420,3298,0.0,0.0,420,0.0,1949,1949,98136,47.5375,-122.391,1460,4975,71,71,False,8.883724740359908,16.406562237507632,8.883724740359908,12.41011409516865
11489,1453600681,2015-02-23,328500.0,3,2.25,1390,1407,0.0,0.0,1390,0.0,2004,2004,98125,47.7227,-122.296,1390,1628,16,16,False,13.0773408928859,14.376547418382135,13.0773408928859,31.02391982679751
11490,3365900041,2015-01-21,319000.0,3,1.5,2010,10100,0.0,0.0,1110,900.0,1964,1964,98168,47.4738,-122.266,1900,10100,56,56,True,15.791218585154482,15.948710632392837,15.791218585154482,4.298959800027781
11491,9294300070,2014-05-02,650000.0,4,2.0,1820,5000,0.0,1.0,1640,180.0,1945,1945,98115,47.6815,-122.26899999999999,2060,5000,75,75,True,9.551311884483779,9.414304681796478,9.414304681796478,26.555825790275474
11492,5096300140,2015-02-17,398500.0,3,2.5,1630,1971,0.0,0.0,1630,0.0,1996,1996,98177,47.7753,-122.375,1630,3451,24,24,False,18.827048343052898,22.492201742525225,18.827048343052898,37.273407781919026
11494,6669200370,2014-06-26,815000.0,3,2.0,2270,11989,0.0,0.0,2270,0.0,1968,1968,98040,47.5434,-122.229,2880,12439,52,52,False,10.719128998185697,7.73988139046097,7.73988139046097,12.36489524260101
11496,2025079037,2014-10-01,510000.0,3,2.25,2750,219542,0.0,0.0,1870,880.0,1981,1981,98014,47.6367,-121.948,2430,219542,39,39,True,29.173434164273733,19.149682879067967,19.149682879067967,34.12603725168297
11497,3812400202,2014-11-14,156000.0,2,1.75,590,6138,0.0,0.0,590,0.0,1947,1947,98118,47.545,-122.27799999999999,1360,7112,73,73,False,8.209663093329878,9.29417550342298,8.209663093329878,11.41317728446787
11498,4136880140,2014-05-22,254500.0,4,2.75,2570,7264,0.0,0.0,1720,850.0,1998,1998,98092,47.258,-122.208,2420,7911,22,22,True,40.05267867322691,39.161915108093396,39.161915108093396,21.79123672251753
11499,258500059,2014-07-21,760000.0,3,2.5,2050,15020,0.0,2.0,1600,450.0,1960,1960,98177,47.75899999999999,-122.37100000000001,2930,15050,60,60,True,16.99125326835962,20.859653948584004,16.99125326835962,35.437813097575315
11500,8016250140,2015-05-06,210000.0,3,2.5,1610,6732,0.0,0.0,1610,0.0,1994,1994,98030,47.3658,-122.17200000000001,1680,7414,26,26,False,29.573616871963857,27.263927234795844,27.263927234795844,13.028405166495766
11501,5153100030,2014-08-25,349950.0,3,2.5,2140,7715,0.0,0.0,2140,0.0,1991,1991,98198,47.38399999999999,-122.322,1990,7628,29,29,False,24.91309197676866,26.754623282905328,24.91309197676866,6.7915483412768145
11502,1377800135,2015-04-02,676000.0,3,2.0,1730,6784,0.0,0.0,1730,0.0,1942,1942,98199,47.6462,-122.40299999999999,1210,6784,78,78,False,6.619384550997683,15.666494583877272,6.619384550997683,23.768324765662197
11503,7549800045,2015-01-02,475000.0,4,3.5,2440,3052,0.0,0.0,1940,500.0,2006,2006,98108,47.555,-122.309,2390,4600,14,14,True,6.209026102536088,10.18814893608109,6.209026102536088,12.397594722252737
11504,3179101070,2014-06-30,880000.0,4,2.75,3220,4392,0.0,0.0,2320,900.0,1931,1931,98105,47.6713,-122.27600000000001,2310,5795,89,89,True,8.311799966796771,8.811319574530836,8.311799966796771,25.38223275331074
11505,629800520,2014-09-03,1210000.0,4,3.25,4330,26162,0.0,0.0,4330,0.0,1997,1997,98074,47.6009,-122.01100000000001,5110,26319,23,23,False,24.30123024084126,14.250229328243934,14.250229328243934,27.955694324853
11506,7129302800,2014-12-12,420000.0,3,1.5,1780,5000,0.0,4.0,1030,750.0,1958,1958,98118,47.5168,-122.256,1780,7500,62,62,True,11.746505292172191,11.195792405786289,11.195792405786289,8.833146480694975
11507,2450000320,2014-05-23,607000.0,3,1.0,1230,8114,0.0,0.0,1230,0.0,1951,1951,98004,47.5822,-122.196,2220,8114,69,69,False,10.816316578316517,3.150828584684257,3.150828584684257,17.329047498269308
11508,6804600990,2014-11-24,475000.0,4,1.75,2160,19283,0.0,0.0,2160,0.0,1981,1981,98011,47.7603,-122.169,1990,9744,39,39,False,20.99805819352328,16.827781384789276,16.827781384789276,36.57588587707334
11509,3389900800,2014-10-22,395000.0,2,1.75,1400,2500,0.0,0.0,710,690.0,1916,1916,98116,47.5628,-122.391,1250,5700,104,104,True,6.538843892491096,15.213270618621648,6.538843892491096,14.852629658751649
11510,524059208,2015-02-20,650000.0,4,1.75,1900,10454,0.0,0.0,1180,720.0,1954,1954,98004,47.5933,-122.195,2060,11325,66,66,True,10.62934796676672,1.9448659694544472,1.9448659694544472,18.466481461968954
11511,1523069128,2015-03-31,625000.0,5,2.75,2910,85377,0.0,0.0,1510,1400.0,1966,1966,98027,47.48,-122.03,2160,66120,54,54,True,26.95124681213337,19.3342425065341,19.3342425065341,20.80778129629023
11512,5701700640,2014-07-29,849000.0,3,3.0,2960,42159,0.0,0.0,2960,0.0,1995,1995,98052,47.7183,-122.1,2640,25209,25,25,False,21.446879925360275,14.163258939562319,14.163258939562319,34.069118523653515
